IRUC;NROESTABLEC;CIIU;CCDD;CCPP;CCDI;CODORGJURIDICA;CODREGPROPIEDAD;FecAniversario;CODSECTOR;CODFORMATO;texto1;texto2;texto3;texto4;FAC_EXP;;
177061;0;4390;6;7;1;7;1;2013;5;M;1;1;0;0;4.666666667;;
177868;0;4540;17;1;1;7;1;2015;4;M;1;1;0;0;4.555555556;;
156887;0;4530;17;2;4;7;1;2012;4;M;1;1;0;0;4.555555556;;
175286;0;4530;17;1;1;7;1;2013;4;M;1;1;0;0;4.555555556;;
177880;0;4530;17;1;1;7;1;2015;4;M;1;1;0;0;4.555555556;;
18866;0;7730;21;11;1;7;1;2004;16;F2;1;1;0;0;4.5;;
146996;0;4730;5;5;3;7;1;2006;4;F1;1;1;0;0;4.5;;
156503;0;4730;5;1;15;7;1;2004;4;F1;1;1;0;0;4.5;;
157026;0;4730;5;4;1;7;1;2014;4;F1;1;1;0;0;4.5;;
167115;0;4719;5;1;1;7;1;2016;4;F1;1;1;0;0;4.5;;
146910;0;4540;24;1;1;7;1;2004;4;M;1;1;0;0;4.5;;
110116;0;311;20;5;1;7;1;2013;10;F2;1;1;0;0;4.5;;
156220;0;4690;13;1;1;7;1;1997;4;F1;1;1;0;0;4.454545455;;
18559;0;4649;13;1;1;7;1;1998;4;F1;1;1;0;0;4.454545455;;
112860;0;4649;13;1;1;7;1;2000;4;F1;1;1;0;0;4.454545455;;
49859;0;4620;13;1;9;7;1;2003;4;F1;1;1;0;0;4.454545455;;
171723;0;4100;5;1;16;7;1;2013;5;F2;1;1;0;0;4.4;;
158613;0;4781;22;9;1;7;1;2015;4;F1;1;1;0;0;4.266666667;;
176079;0;4773;22;9;1;7;1;2018;4;F1;1;1;0;0;4.266666667;;
29752;0;4759;22;8;1;7;1;2003;4;F1;1;1;0;0;4.266666667;;
17589;0;4730;22;9;1;7;1;1997;4;F1;1;1;0;0;4.266666667;;
17593;0;4730;22;10;1;7;1;1997;4;F1;1;1;0;0;4.266666667;;
171242;0;4730;22;8;4;7;1;2004;4;F1;1;1;0;0;4.266666667;;
171281;0;4772;18;1;1;7;1;2009;4;M;1;1;0;0;4.263157895;;
121040;0;4761;18;1;1;7;1;2011;4;M;1;1;0;0;4.263157895;;
12608;0;4759;18;3;1;7;1;1993;4;M;1;1;0;0;4.263157895;;
15119;0;4752;18;3;1;7;1;1994;4;M;1;1;0;0;4.263157895;;
15211;0;4752;18;1;1;7;1;1999;4;M;1;1;0;0;4.263157895;;
116477;0;4752;18;1;1;7;1;2014;4;M;1;1;0;0;4.263157895;;
171359;0;4752;18;3;1;7;1;2012;4;M;1;1;0;0;4.263157895;;
171284;0;4721;18;1;1;7;1;2009;4;M;1;1;0;0;4.263157895;;
117108;0;4711;18;1;1;7;1;2012;4;M;1;1;0;0;4.263157895;;
113607;0;4799;11;2;7;7;1;2005;4;F1;1;1;0;0;4.25;;
20758;0;4773;11;1;1;7;1;2002;4;F1;1;1;0;0;4.25;;
115276;0;4772;14;1;12;7;1;2013;4;F1;1;1;0;0;4.25;;
178518;0;4752;11;5;1;7;1;2016;4;F1;1;1;0;0;4.25;;
15890;0;4730;11;5;7;7;1;1994;4;F1;1;1;0;0;4.25;;
21872;0;4730;14;1;13;7;1;2001;4;F1;1;1;0;0;4.25;;
115777;0;4730;14;1;1;7;1;2013;4;F1;1;1;0;0;4.25;;
158768;0;4730;11;1;1;7;1;2015;4;F1;1;1;0;0;4.25;;
176597;0;4711;14;1;1;7;1;2014;4;F1;1;1;0;0;4.25;;
177391;0;4711;11;3;1;7;1;2015;4;F1;1;1;0;0;4.25;;
105811;0;4663;18;1;1;7;1;1996;4;M;1;1;0;0;4.25;;
157632;0;4663;18;3;1;7;1;2012;4;M;1;1;0;0;4.25;;
171370;0;4663;18;1;1;7;1;2013;4;M;1;1;0;0;4.25;;
171371;0;4663;18;3;1;7;1;2013;4;M;1;1;0;0;4.25;;
171408;0;4663;18;3;1;7;1;2014;4;M;1;1;0;0;4.25;;
19688;0;4772;1;2;1;7;1;2000;4;M;1;1;0;0;4.214285714;;
116935;0;4772;1;7;1;7;1;2010;4;M;1;1;0;0;4.214285714;;
176198;0;4752;1;2;1;7;1;2018;4;M;1;1;0;0;4.214285714;;
176141;0;7730;18;1;1;7;1;2018;16;M;1;1;0;0;4.2;;
177708;0;7730;18;1;1;7;1;2015;16;M;1;1;0;0;4.2;;
171129;0;4663;19;1;13;7;1;2017;4;M;1;1;0;0;4.153846154;;
177213;0;4651;19;1;1;7;1;2014;4;M;1;1;0;0;4.153846154;;
114981;0;4630;19;3;5;7;1;2006;4;M;1;1;0;0;4.153846154;;
173270;0;4630;19;1;1;7;1;2007;4;M;1;1;0;0;4.153846154;;
178229;0;4630;19;3;8;7;1;2016;4;M;1;1;0;0;4.153846154;;
31385;0;7990;8;1;1;7;1;1997;1;F2;1;1;0;0;4;;
41070;0;7912;8;1;1;7;1;1999;1;F2;1;1;0;0;4;;
156673;0;7730;1;7;1;7;1;2009;16;M;1;1;0;0;4;;
120871;0;6190;21;11;1;7;1;2014;13;F2;1;1;0;0;4;;
156432;0;5610;21;11;1;7;1;2013;15;F2;1;1;0;0;4;;
158514;0;4663;10;6;1;7;1;2014;4;F1;1;1;0;0;4;;
177205;0;4661;10;1;2;7;1;2014;4;F1;1;1;0;0;4;;
12839;0;4630;10;1;1;7;1;1989;4;F1;1;1;0;0;4;;
173283;0;4630;10;1;1;7;1;2007;4;F1;1;1;0;0;4;;
157495;0;4620;10;6;1;7;1;2011;4;F1;1;1;0;0;4;;
158521;0;4620;10;1;2;7;1;2014;4;F1;1;1;0;0;4;;
177199;0;4620;10;6;1;7;1;2013;4;F1;1;1;0;0;4;;
136719;0;4290;16;2;1;7;1;2015;5;F2;1;1;0;0;4;;
177293;0;4220;15;1;30;7;1;2015;5;F2;1;1;0;0;4;;
108654;0;4100;7;1;2;7;1;2008;5;F2;1;1;0;0;4;;
177005;0;4100;12;1;1;7;1;2014;5;F2;1;1;0;0;4;;
171002;0;2511;4;1;1;7;1;2011;11;M;1;1;0;0;39.5;;
177854;0;2220;15;1;32;7;1;2015;11;M;1;1;0;0;38.125;;
158394;0;4649;12;1;1;7;1;2013;4;M;1;1;0;0;38;;
145571;0;4641;12;1;1;7;1;2012;4;M;1;1;0;0;38;;
176978;0;4630;12;3;5;7;1;2013;4;M;1;1;0;0;38;;
173754;0;4651;16;1;13;7;1;2008;4;M;1;1;0;0;37.57142857;;
173742;0;4641;16;1;12;7;1;2006;4;M;1;1;0;0;37.57142857;;
170558;0;4620;16;1;13;7;1;2009;4;M;2;1;0;0;37.57142857;;
172607;0;4752;7;1;1;7;1;2012;4;M;1;1;0;0;35;;
173521;0;4719;7;1;1;7;1;2014;4;M;1;1;0;0;35;;
14962;0;1410;15;1;21;7;1;1994;11;D2;1;1;0;0;34.66666667;;
152421;0;4923;20;1;1;7;1;2016;13;F2;1;1;0;0;34;;
156728;0;4923;20;7;1;7;1;2004;13;F2;1;1;0;0;34;;
169013;0;4100;8;1;8;7;1;2003;5;M;1;1;0;0;33.66666667;;
29911;0;4923;23;1;1;7;1;2010;13;M;1;1;0;0;33;;
15966;0;4663;25;1;1;7;1;1995;4;M;1;1;0;0;32.71428571;;
15971;0;4663;25;1;1;7;1;1995;4;M;1;1;0;0;32.71428571;;
109268;0;4663;25;1;1;7;1;2006;4;M;1;1;0;0;32.71428571;;
175871;0;4649;25;1;1;7;1;2018;4;M;1;1;0;0;32.71428571;;
165904;0;4520;15;8;1;7;1;2017;4;M;1;1;0;0;32;;
150074;0;1622;25;1;1;7;1;2012;11;M;1;1;0;0;32;;
23190;0;4773;12;3;2;7;1;2007;4;M;1;1;0;0;31.72727273;;
117929;0;4772;12;1;1;7;1;2008;4;M;1;1;0;0;31.72727273;;
48904;0;4752;12;1;14;7;1;2010;4;M;1;1;0;0;31.72727273;;
176930;0;4752;12;1;1;7;1;2012;4;M;1;1;0;0;31.72727273;;
15132;0;4730;12;2;15;7;1;1994;4;M;1;1;0;0;31.72727273;;
178181;0;4100;15;1;17;7;1;2016;5;F2;1;1;0;0;31.16129032;;
178864;0;8510;8;1;1;7;1;2019;3;M;1;1;0;0;30;;
83389;0;7110;6;1;1;7;1;1994;16;F2;1;1;0;0;3.75;;
177893;0;4772;23;1;1;7;1;2015;4;F1;1;1;0;0;3.6875;;
159229;0;4771;23;1;1;7;1;2017;4;F1;1;1;0;0;3.6875;;
17718;0;4759;23;1;1;7;1;1997;4;F1;1;1;0;0;3.6875;;
170741;0;4752;23;1;1;7;1;2007;4;F1;1;1;0;0;3.6875;;
171304;0;4752;23;1;2;7;1;2010;4;F1;1;1;0;0;3.6875;;
119862;0;4730;23;1;1;7;1;2003;4;F1;1;1;0;0;3.6875;;
16122;0;7490;15;1;36;7;1;1995;16;F2;1;1;0;0;3.666667;;
157286;0;4922;23;1;1;7;1;2001;13;F2;1;1;0;0;3.666667;;
176600;0;4669;14;1;5;7;1;2014;4;F1;1;1;0;0;3.651162791;;
159295;0;4663;14;1;1;7;1;2017;4;F1;1;1;0;0;3.651162791;;
147117;0;4661;14;1;1;7;1;2008;4;F1;1;1;0;0;3.651162791;;
172401;0;4661;14;1;1;7;1;2006;4;F1;1;1;0;0;3.651162791;;
173114;0;4661;14;1;5;7;1;2011;4;F1;1;1;0;0;3.651162791;;
176591;0;4661;14;1;1;7;1;2016;4;F1;1;1;0;0;3.651162791;;
31086;0;4659;14;1;1;7;1;2008;4;F1;1;1;0;0;3.651162791;;
176598;0;4649;14;1;12;7;1;2014;4;F1;1;1;0;0;3.651162791;;
36768;0;4630;14;3;1;7;1;2000;4;F1;1;1;0;0;3.651162791;;
156655;0;4630;14;1;1;7;1;2008;4;F1;1;1;0;0;3.651162791;;
156780;0;4630;14;1;5;7;1;2010;4;F1;1;1;0;0;3.651162791;;
159040;0;4630;14;1;5;7;1;2016;4;F1;1;1;0;0;3.651162791;;
159222;0;4630;14;1;5;7;1;2016;4;F1;1;1;0;0;3.651162791;;
168972;0;4630;14;1;1;7;1;2010;4;F1;1;1;0;0;3.651162791;;
172520;0;4630;14;1;6;7;1;2009;4;F1;1;1;0;0;3.651162791;;
178774;0;4630;14;1;5;7;1;2017;4;F1;1;1;0;0;3.651162791;;
174496;0;7120;18;1;1;7;1;2004;16;M;1;1;0;0;3.5;;
20270;0;4663;22;9;1;7;1;1999;4;F1;1;1;0;0;3.333333333;;
114669;0;4630;22;9;1;7;1;2010;4;F1;1;1;0;0;3.333333333;;
117060;0;4630;22;8;4;7;1;2013;4;F1;1;1;0;0;3.333333333;;
17169;0;8510;7;1;3;7;1;1997;3;F2;1;1;0;0;3.333333;;
173232;0;4761;1;2;1;7;1;2011;4;F1;1;1;0;0;3.25;;
173254;0;4730;1;3;7;7;1;2013;4;F1;1;1;0;0;3.25;;
156396;0;4752;21;11;1;7;1;2008;4;F1;1;1;0;0;3.2;;
11717;0;4663;20;1;1;7;1;1985;4;M;1;1;0;0;3.2;;
145787;0;4663;19;1;13;7;1;2012;4;F1;1;1;0;0;3.2;;
177195;0;4663;19;1;1;7;1;2017;4;F1;1;1;0;0;3.2;;
23276;0;4661;19;3;1;7;1;2009;4;F1;1;1;0;0;3.2;;
178433;0;4630;19;3;6;7;1;2016;4;F1;1;1;0;0;3.2;;
157266;0;7110;7;1;2;7;1;2008;16;F2;1;1;0;0;3;;
144367;0;6190;6;7;1;7;1;2011;13;F2;1;1;0;0;3;;
176082;0;4730;2;18;1;7;1;2018;4;F1;1;1;0;0;3;;
119030;0;4663;8;1;8;7;1;2010;4;F1;1;1;0;0;3;;
156222;0;4663;8;9;1;7;1;1997;4;F1;1;1;0;0;3;;
158526;0;4663;9;1;1;7;1;2014;4;M;1;1;0;0;3;;
13261;0;4661;9;3;1;7;1;1993;4;M;1;1;0;0;3;;
23114;0;4630;9;1;1;7;1;2005;4;M;1;1;0;0;3;;
159630;0;4630;9;1;1;7;1;2017;4;M;1;1;0;0;3;;
171329;0;4390;18;1;4;7;1;2011;5;M;1;1;0;0;3;;
159292;0;4100;9;1;1;7;1;2017;5;F2;1;1;0;0;3;;
157410;0;4540;20;6;1;7;1;2009;4;M;1;1;0;0;28.66666667;;
109991;0;4530;20;6;1;7;1;2009;4;M;1;1;0;0;28.66666667;;
170570;0;4761;16;1;1;7;1;2010;4;M;1;1;0;0;28.2;;
177488;0;4761;16;1;1;7;1;2015;4;M;1;1;0;0;28.2;;
175989;0;4752;16;2;1;7;1;2018;4;M;1;1;0;0;28.2;;
176142;0;4752;16;1;13;7;1;2018;4;M;1;1;0;0;28.2;;
152022;0;4730;16;1;1;7;1;2015;4;M;1;1;0;0;28.2;;
170560;0;4730;16;1;13;7;1;2009;4;M;1;1;0;0;28.2;;
177286;0;4711;16;1;12;7;1;2015;4;M;1;1;0;0;28.2;;
177338;0;4100;21;11;1;7;1;2015;5;M;1;1;0;0;28;;
147512;0;2511;15;1;33;7;1;2001;11;D2;1;1;0;0;27.25;;
30122;0;5510;8;1;1;7;1;2003;7;M;1;1;0;0;26.75;;
32010;0;5510;8;1;1;7;1;2008;7;M;1;1;0;0;26.75;;
156724;0;7733;13;9;1;7;1;2010;16;M;1;1;0;0;26.333333;;
29538;0;4100;19;1;9;7;1;2010;5;M;1;1;0;0;26;;
169098;0;8220;15;1;31;7;1;2011;16;F2;1;1;0;0;25.7;;
178137;0;4761;5;1;10;7;1;2016;4;M;1;1;0;0;25.5;;
147031;0;4711;5;1;1;7;1;2012;4;M;1;1;0;0;25.5;;
115685;0;4663;11;5;1;7;1;2008;4;M;1;1;0;0;25.16666667;;
176210;0;4662;11;3;1;7;1;2018;4;M;1;1;0;0;25.16666667;;
158729;0;4630;11;1;8;7;1;2015;4;M;1;1;0;0;25.16666667;;
159249;0;4630;11;1;1;7;1;2017;4;M;1;1;0;0;25.16666667;;
23969;0;4620;11;1;1;7;1;2007;4;M;1;1;0;0;25.16666667;;
146707;0;8530;13;1;1;7;1;2014;14;F2;1;1;0;0;25;;
111657;0;4752;15;5;8;7;1;2012;4;M;1;1;0;0;24.90909091;;
158757;0;4711;15;8;1;7;1;2016;4;M;1;1;0;0;24.90909091;;
24150;0;4799;6;1;1;7;1;2006;4;M;1;1;0;0;24.88888889;;
111583;0;4772;6;8;1;7;1;2011;4;M;1;1;0;0;24.88888889;;
171137;0;4721;6;1;1;7;1;2011;4;M;1;1;0;0;24.88888889;;
174144;0;9609;15;1;14;7;1;2014;16;F2;1;1;0;0;24.692308;;
10820;0;4923;15;1;3;7;1;1988;13;F2;1;1;0;0;24;;
13863;0;4923;15;1;3;7;1;1993;13;F2;1;1;0;0;24;;
23141;0;4923;15;1;3;7;1;2006;13;F2;1;1;0;0;24;;
156378;0;4923;15;1;17;7;1;2009;13;F2;1;1;0;0;24;;
172940;0;4923;15;1;13;7;1;2013;13;F2;1;1;0;0;24;;
174192;0;4923;15;1;32;7;1;2007;13;F2;1;1;0;0;24;;
99246;0;4922;15;1;37;7;1;1999;13;F2;1;1;0;0;24;;
27180;0;2512;7;1;1;7;1;2006;11;M;1;1;0;0;23.66666667;;
147916;0;2511;7;1;1;7;1;1996;11;M;1;1;0;0;23.66666667;;
168551;0;3320;15;1;32;7;1;2005;11;M;1;1;0;0;23.5;;
173822;0;4923;5;4;1;7;1;2008;13;M;1;1;0;0;23;;
109071;0;4100;24;3;1;7;1;2003;5;M;1;1;0;0;23;;
150949;0;4100;24;1;1;7;1;2007;5;M;1;1;0;0;23;;
173762;0;4923;22;9;1;7;1;2010;13;M;1;1;0;0;22.75;;
175234;0;4923;22;9;1;7;1;2013;13;M;1;1;0;0;22.75;;
145790;0;4100;15;1;35;7;1;2008;5;F2;1;1;0;0;22.6;;
18374;0;7120;25;1;1;7;1;2005;16;M;1;1;0;0;22;;
173763;0;4530;22;9;1;7;1;2010;4;M;1;1;0;0;21.25;;
29700;0;9603;22;9;1;7;1;2000;16;M;1;1;0;0;21;;
147114;0;4641;6;8;1;7;1;2007;4;M;1;1;0;0;21;;
170985;0;2511;4;1;17;7;1;2010;11;D2;1;1;0;0;21;;
147339;0;4100;4;1;4;7;1;2013;5;F2;1;1;0;0;20.4;;
157064;0;4100;4;1;26;7;1;2003;5;F2;1;1;0;0;20.4;;
173923;0;4923;4;1;4;7;1;2003;13;F2;1;1;0;0;20.285714;;
174037;0;5221;15;1;3;7;1;1995;13;M;1;1;0;0;20;;
140848;0;5210;15;1;37;7;1;2008;13;M;1;1;0;0;20;;
13759;0;2733;15;1;1;7;1;1992;11;D2;1;1;0;0;20;;
33111;0;4663;23;1;1;7;1;2009;4;F1;1;1;0;0;2.947368421;;
172561;0;4663;23;1;1;7;1;2012;4;F1;2;1;0;0;2.947368421;;
112174;0;4649;23;1;2;7;1;2009;4;F1;1;1;0;0;2.947368421;;
45176;0;4630;23;1;1;7;1;2000;4;F1;1;1;0;0;2.947368421;;
101616;0;4630;23;1;2;7;1;1999;4;F1;1;1;0;0;2.947368421;;
152583;0;4630;23;1;2;7;1;2016;4;F1;1;1;0;0;2.947368421;;
157673;0;4630;23;1;1;7;1;2014;4;F1;1;1;0;0;2.947368421;;
159701;0;4630;23;1;1;7;1;2018;4;F1;1;1;0;0;2.947368421;;
23111;0;4730;9;1;1;7;1;2005;4;M;1;1;0;0;2.818181818;;
118948;0;4730;9;3;4;7;1;2014;4;M;1;1;0;0;2.818181818;;
175911;0;4730;9;7;6;7;1;2018;4;M;1;1;0;0;2.818181818;;
118982;0;4759;17;1;1;7;1;2010;4;F1;1;1;0;0;2.785714286;;
29126;0;4752;17;1;1;7;1;2000;4;F1;1;1;0;0;2.785714286;;
29184;0;4730;17;1;1;7;1;2002;4;F1;1;1;0;0;2.785714286;;
32808;0;4730;17;1;2;7;1;2010;4;F1;1;1;0;0;2.785714286;;
48051;0;4730;17;1;2;7;1;2010;4;F1;1;1;0;0;2.785714286;;
113240;0;4730;17;1;2;7;1;2010;4;F1;1;1;0;0;2.785714286;;
118104;0;4730;17;1;2;7;1;2010;4;F1;1;1;0;0;2.785714286;;
118243;0;4730;17;1;1;7;1;2011;4;F1;1;1;0;0;2.785714286;;
157953;0;4730;17;1;1;7;1;2014;4;F1;1;1;0;0;2.785714286;;
173351;0;4730;17;2;4;7;1;2011;4;F1;1;1;0;0;2.785714286;;
173358;0;4730;17;1;1;7;1;2011;4;F1;1;1;0;0;2.785714286;;
175292;0;4730;17;1;2;7;1;2014;4;F1;1;1;0;0;2.785714286;;
166129;0;4711;17;1;1;7;1;2016;4;F1;1;1;0;0;2.785714286;;
133881;0;5610;18;1;1;7;1;2016;15;M;1;1;0;0;2.75;;
157600;0;5610;18;1;1;7;1;2010;15;M;1;1;0;0;2.75;;
157650;0;5610;18;1;1;7;1;2013;15;M;1;1;0;0;2.75;;
158519;0;4772;10;1;1;7;1;2015;4;F1;1;1;0;0;2.75;;
173280;0;4772;10;1;1;7;1;2012;4;F1;1;1;0;0;2.75;;
156839;0;4752;10;1;11;7;1;2007;4;F1;1;1;0;0;2.75;;
158510;0;4730;10;1;2;7;1;2014;4;F1;1;1;0;0;2.75;;
171091;0;4730;10;2;1;7;1;2010;4;F1;1;1;0;0;2.75;;
175832;0;4730;10;2;1;7;1;2017;4;F1;1;1;0;0;2.75;;
23355;0;4721;10;1;1;7;1;2003;4;F1;1;1;0;0;2.75;;
118173;0;4711;10;1;1;7;1;2014;4;F1;1;1;0;0;2.75;;
169282;0;4761;24;1;1;7;1;2010;4;F1;1;1;0;0;2.714285714;;
156348;0;4721;24;1;1;7;1;2013;4;F1;1;1;0;0;2.714285714;;
170464;0;4721;24;1;1;7;1;2014;4;F1;1;1;0;0;2.714285714;;
114116;0;4663;1;2;1;7;1;2004;4;F1;1;1;0;0;2.714285714;;
157838;0;4663;1;1;1;7;1;2012;4;F1;1;1;0;0;2.714285714;;
176313;0;4663;1;1;1;7;1;2018;4;F1;1;1;0;0;2.714285714;;
22107;0;4661;1;3;7;7;1;2005;4;F1;1;1;0;0;2.714285714;;
156808;0;4661;1;7;4;7;1;2012;4;F1;1;1;0;0;2.714285714;;
152561;0;8521;10;1;1;7;1;2017;3;F2;1;1;0;0;2.666667;;
16647;0;1030;23;1;1;7;1;1996;11;D2;1;1;0;0;2.666666667;;
22137;0;4730;14;1;5;7;1;2006;4;F1;1;1;0;0;2.6;;
119734;0;4721;14;1;1;7;1;2008;4;F1;1;1;0;0;2.6;;
159418;0;4661;14;1;1;7;1;2017;4;F1;1;1;0;0;2.545454545;;
171231;0;8690;2;1;1;7;1;2007;16;F2;1;1;0;0;2.5;;
20055;0;8510;2;18;1;7;1;2002;3;F2;1;1;0;0;2.5;;
31202;0;7730;11;1;1;7;1;2006;16;F2;1;1;0;0;2.5;;
171705;0;7730;11;1;7;7;1;2012;16;F2;1;1;0;0;2.5;;
157414;0;6190;20;1;1;7;1;2010;13;F2;1;1;0;0;2.5;;
157536;0;6190;20;6;1;7;1;2014;13;F2;1;1;0;0;2.5;;
21250;0;5610;4;1;3;7;1;2007;15;F2;1;1;0;0;2.5;;
24314;0;5610;4;1;1;7;1;2001;15;F2;1;1;0;0;2.5;;
118051;0;4663;5;1;16;7;1;2012;4;F1;1;1;0;0;2.5;;
157514;0;4649;6;1;1;7;1;2013;4;F1;1;1;0;0;2.5;;
158554;0;4630;6;8;1;7;1;2015;4;F1;1;1;0;0;2.5;;
30922;0;4390;6;1;1;7;1;2008;5;F2;1;1;0;0;2.5;;
144425;0;4390;6;1;1;7;1;2006;5;F2;1;1;0;0;2.5;;
173631;0;4312;6;1;1;7;1;2007;5;F2;1;1;0;0;2.5;;
20326;0;4730;19;1;1;7;1;2002;4;F1;1;1;0;0;2.428571429;;
45241;0;4730;25;3;5;7;1;1997;4;F1;1;1;0;0;2.333333333;;
156219;0;4730;25;1;5;7;1;2011;4;F1;1;1;0;0;2.333333333;;
156261;0;4730;25;3;1;7;1;2015;4;F1;1;1;0;0;2.333333333;;
156254;0;4719;25;1;1;7;1;2011;4;F1;1;1;0;0;2.333333333;;
171381;0;4510;23;1;1;7;1;2014;4;F1;1;1;0;0;2.333333333;;
31579;0;4923;15;6;5;7;1;1993;13;F2;1;1;0;0;2.25;;
156868;0;4540;17;1;1;7;1;2010;4;F1;1;1;0;0;2.25;;
51051;0;4620;23;1;1;7;1;2013;4;F1;1;1;0;0;2.2;;
12144;0;4100;15;1;15;7;1;1983;5;F2;1;1;0;0;2.042168675;;
18603;0;4100;15;1;22;7;1;1997;5;F2;1;1;0;0;2.042168675;;
35880;0;4100;15;1;22;7;1;1988;5;F2;1;1;0;0;2.042168675;;
117130;0;4100;15;1;40;7;1;2008;5;F2;1;1;0;0;2.042168675;;
173617;0;4100;15;1;40;7;1;2012;5;F2;1;1;0;0;2.042168675;;
15114;0;8620;10;1;1;7;1;1994;16;F2;1;1;0;0;2;;
170826;0;8510;17;1;1;7;1;2009;3;M;1;1;0;0;2;;
111431;0;7710;18;3;1;7;1;2007;16;F2;1;1;0;0;2;;
113700;0;7110;8;1;5;7;1;2011;16;F2;1;1;0;0;2;;
171298;0;7020;18;3;1;7;1;2009;16;M;1;1;0;0;2;;
12606;0;4772;18;3;1;7;1;1991;4;F1;1;1;0;0;2;;
20749;0;4772;5;1;1;7;1;2011;4;F1;1;1;0;0;2;;
14860;0;4752;18;3;1;7;1;1994;4;F1;1;1;0;0;2;;
158819;0;4752;18;1;1;7;1;2015;4;F1;1;1;0;0;2;;
171416;0;4752;18;1;1;7;1;2014;4;F1;1;1;0;0;2;;
17626;0;4730;18;3;1;7;1;1997;4;F1;1;1;0;0;2;;
20942;0;4730;5;1;16;7;1;2006;4;F1;1;1;0;0;2;;
116020;0;4730;18;1;6;7;1;2000;4;F1;1;1;0;0;2;;
170740;0;4730;18;3;1;7;1;2006;4;F1;1;1;0;0;2;;
156513;0;4662;2;1;1;7;1;2016;4;F1;1;1;0;0;2;;
48191;0;4661;25;3;1;7;1;2010;4;F1;1;1;0;0;2;;
157692;0;4661;2;1;1;7;1;2016;4;F1;1;1;0;0;2;;
120028;0;4630;25;1;1;7;1;2012;4;F1;1;1;0;0;2;;
147177;0;4630;18;3;1;7;1;2012;4;F1;1;1;0;0;2;;
157599;0;4630;18;3;1;7;1;2009;4;F1;1;1;0;0;2;;
159397;0;4630;25;1;1;7;1;2017;4;F1;1;1;0;0;2;;
162823;0;4630;18;3;1;7;1;2011;4;F1;1;1;0;0;2;;
159746;0;4530;24;3;2;7;1;2018;4;F1;1;1;0;0;2;;
113476;0;4510;16;1;13;7;1;2012;4;F1;1;1;0;0;2;;
20517;0;2511;18;3;1;7;1;2008;11;D2;1;1;0;0;2;;
31624;0;2395;8;1;8;7;1;1988;11;D2;1;1;0;0;2;;
22742;0;1071;24;1;1;7;1;2003;11;D2;1;1;0;0;2;;
108312;0;4390;15;1;13;7;1;1995;5;M;1;1;0;0;19.78947368;;
30781;0;4322;15;1;3;7;1;2003;5;M;1;1;0;0;19.78947368;;
150758;0;4322;15;1;32;7;1;2007;5;M;1;1;0;0;19.78947368;;
177114;0;4781;2;1;1;7;1;2012;4;M;1;1;0;0;19.55555556;;
171422;0;4761;2;6;1;7;1;2013;4;M;1;1;0;0;19.55555556;;
163953;0;4759;2;18;1;7;1;2012;4;M;1;1;0;0;19.55555556;;
119628;0;4751;2;18;1;7;1;2004;4;M;1;1;0;0;19.55555556;;
107713;0;4741;2;1;1;7;1;2002;4;M;1;1;0;0;19.55555556;;
171259;0;4741;2;18;9;7;1;2010;4;M;1;1;0;0;19.55555556;;
173323;0;8690;8;1;8;7;1;2009;16;M;1;1;0;0;19;;
171094;0;4100;10;1;1;7;1;2010;5;F2;1;1;0;0;18.66666667;;
159692;0;4630;5;1;1;7;1;2017;4;M;1;1;0;0;18.5;;
178932;0;4630;5;1;10;7;1;2017;4;M;1;1;0;0;18.5;;
150435;0;4530;16;1;1;7;1;2003;4;M;1;1;0;0;18.5;;
166857;0;4530;11;1;1;7;1;2016;4;M;1;1;0;0;18.33333333;;
178097;0;4100;1;3;6;7;1;2017;5;M;1;1;0;0;18.33333333;;
137648;0;5610;11;2;1;7;1;2015;15;M;1;1;0;0;18.333333;;
172388;0;4669;22;8;4;7;1;2012;4;M;1;1;0;0;18.11764706;;
109291;0;4663;22;1;5;7;1;2012;4;M;1;1;0;0;18.11764706;;
159549;0;4663;22;8;1;7;1;2017;4;M;1;1;0;0;18.11764706;;
170789;0;4663;22;8;1;7;1;2008;4;M;1;1;0;0;18.11764706;;
170805;0;4663;22;9;1;7;1;2009;4;M;1;1;0;0;18.11764706;;
110424;0;4652;22;1;1;7;1;2013;4;M;1;1;0;0;18.11764706;;
23326;0;4630;22;8;1;7;1;1999;4;M;1;1;0;0;18.11764706;;
175227;0;4630;22;1;1;7;1;2012;4;M;1;1;0;0;18.11764706;;
170683;0;4530;21;1;1;7;1;2011;4;M;1;1;0;0;18;;
178854;0;4530;21;11;1;7;1;2017;4;M;1;1;0;0;18;;
20432;0;4522;21;11;1;7;1;2009;4;M;1;1;0;0;18;;
170730;0;4520;21;11;1;7;1;2013;4;M;1;1;0;0;18;;
150122;0;311;15;1;40;7;1;2008;10;F2;1;1;0;0;17.75;;
178242;0;5510;11;3;5;7;1;2016;7;M;1;1;0;0;17.5;;
149018;0;6820;15;1;17;7;1;2012;16;F2;1;1;0;0;17.310345;;
169105;0;6810;15;1;35;7;1;2011;16;F2;1;1;0;0;17.310345;;
20348;0;4772;21;1;1;7;1;2006;4;M;1;1;0;0;17.10526316;;
114231;0;4761;21;1;1;7;1;2014;4;M;1;1;0;0;17.10526316;;
170668;0;4752;21;1;1;7;1;2010;4;M;1;1;0;0;17.10526316;;
31326;0;4730;21;8;1;7;1;2001;4;M;1;1;0;0;17.10526316;;
